ID.Cell.per.Trip,Area,Site,Year,Total.Angler.Hours,Grid.Cell.ID,Barred Sand Bass,Black-and-Yellow Rockfish,Black Rockfish,Blacksmith,Blue Rockfish,Bocaccio,Brown Rockfish,Buffalo Sculpin,Bull Sculpin,Cabezon,Calico Rockfish,California Halibut,California Lizardfish,California Scorpionfish,California Sheephead,Canary Rockfish,Chilipepper Rockfish,China Rockfish,Copper Rockfish,Deacon Rockfish,Fantail Sole,Garibaldi,Gopher Rockfish,Grass Rockfish,Halfmoon,Honeycomb Rockfish,Jack Mackerel,Jack Smelt,Kelp Bass,Kelp Greenling,Kelp Rockfish,Lingcod,Mackerel (Family Scombridae),Northern Anchovy,Ocean Whitefish,Olive or Yellowtail Rockfish,Olive Rockfish,Opaleye,Pacific  (Chub) Mackerel,Pacific Barracuda,Pacific Bonito,Pacific Sanddab,Pacific Sardine,Painted Greenling,Petrale Sole,Pile Perch,Quillback Rockfish,Rock Greenling,Rock Sole,Rock Wrasse,Rosy Rockfish,Rubberlip Seaperch,Salema,Sand Sole,Sanddab spp.,Sarcastic Fringehead,Scalyhead Sculpin,Senorita,Sharpnose Surfperch,Silversides (Family Atherinopsidae),Speckled Sanddab,Spiny Dogfish,Squarespot Rockfish,Starry Rockfish,Striped Seaperch,Tiger Rockfish,Top smelt,Treefish,Tubesnout,UnID Blue Rockfish,Unknown,Unknown rockfish,Vermilion Rockfish,White Croaker,White Seabass,Widow Rockfish,Wolf Eel,Yelloweye Rockfish,Yellowtail Rockfish,Total
ANM08041415,Ano Nuevo,MPA,2014,9.38,AN15,0,0,2.452025586,0,0.639658849,0,0.533049041,0,0,0,0,0,0,0,0,1.066098081,0,0.106609808,0.213219616,1.385927505,0,0,0.746268657,0,0,0,0,0,0,0,0,1.279317697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.426439232,0,0,0,0,0,0.319829424,9.168443497
ANM08041417,Ano Nuevo,MPA,2014,9.05,AN17,0,0,10.71823204,0,0.552486188,0,0,0,0,0,0,0,0,0,0,0.552486188,0,0.552486188,0,0,0,0,1.988950276,0,0,0,0,0,0,0.110497238,0,2.099447514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.767955801,18.34254144
ANM08041422,Ano Nuevo,MPA,2014,9.04,AN22,0,0,5.309734513,0,0.995575221,0,1.880530973,0,0,0,0,0,0,0,0,0,0,0,0,1.769911504,0,0,0.995575221,0,0,0,0,0,0,0,0,0.553097345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221238938,11.72566372
ANM08041513,Ano Nuevo,MPA,2015,8.77,AN13,0,0.114025086,1.710376283,0,1.596351197,0,0,0,0,0,0,0,0,0,0,0,0,0.114025086,0,0.228050171,0,0,2.508551881,0,0,0,0,0,0,0.342075257,0,0.570125428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.183580388
ANM08041514,Ano Nuevo,MPA,2015,8.38,AN14,0,0,5.489260143,0,4.77326969,0,0,0,0,0.596658711,0,0,0,0,0,0.119331742,0,0.119331742,0,0,0,0,2.028639618,0,0,0,0,0,0,0,0,1.312649165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.835322196,0,0,0,0,0,0,15.27446301
ANM08041515,Ano Nuevo,MPA,2015,9.02,AN15,0,0,5.432372506,0,0.44345898,0,0.776053215,0,0,0,0,0.110864745,0,0,0,1.884700665,0,0.44345898,0,3.32594235,0,0,1.99556541,0,0,0,0,0,0,0,0,1.10864745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44345898,0,0,0,0,0,0.997782705,16.96230599
ANM08041522,Ano Nuevo,MPA,2015,9,AN22,0,0,0.555555556,0,0.333333333,0,1.111111111,0,0,0,0,0,0,0,0,0,0,0.222222222,0,0,0,0,2.333333333,0,0,0,0,0,0,0.333333333,0,1.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,6.777777778
ANM08051516,Ano Nuevo,MPA,2015,8.74,AN16,0,0,6.064073227,0,4.576659039,0,0,0,0,0,0,0,0,0,0,0.114416476,0,0.228832952,0,0.228832952,0,0,0.228832952,0,0,0,0,0,0,0,0,0.686498856,0,0,0,0,0.800915332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.343249428,0,0,0,0,0,0.915331808,14.18764302
ANM08051517,Ano Nuevo,MPA,2015,8.89,AN17,0,0,7.424071991,0,4.724409449,0,0.112485939,0,0,0,0,0,0,0,0,0,0,0.112485939,0,0,0,0,1.012373453,0,0,0,0,0,0,0.112485939,0,0.899887514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.787401575,0,0,0,0,0,0.112485939,15.29808774
ANM08051519,Ano Nuevo,MPA,2015,8.98,AN19,0,0,3.006681514,0,2.115812918,0,0.222717149,0,0,0,0,0,0,0,0,0,0,0.445434298,0.111358575,1.336302895,0,0,2.672605791,0,0,0,0,0,0,0.334075724,0,0.779510022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334075724,0,0,0,0,0,0.222717149,11.58129176
ANM08051522,Ano Nuevo,MPA,2015,8.95,AN22,0,0,1.899441341,0,3.240223464,0,0.558659218,0,0,0,0,0,0,0,0,0.111731844,0,0,0,0,0,0,1.340782123,0,0,0,0,0,0,0.223463687,0,1.675977654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223463687,0,0,0,0,0,0,9.273743017
ANM08061412,Ano Nuevo,MPA,2014,8.99,AN12,0,0,2.892102336,0,0.22246941,0,0,0,0,0,0,0,0,0,0,0,0,0.111234705,0.111234705,0,0,0,0.667408231,0,0,0,0,0,0,0,0,0.333704116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111234705,0,0,0,0,0,0,4.449388209
ANM08061413,Ano Nuevo,MPA,2014,8.99,AN13,0,0.111234705,2.113459399,0,0.667408231,0,0,0,0,0,0,0,0,0,0,0,0,0.333704116,0,0,0,0,1.668520578,0,0,0,0,0,0,0.556173526,0,0.667408231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111234705,0,0,0,0,0,0,0,0.444938821,0,0,0,0,0,0,6.674082314
ANM08061416,Ano Nuevo,MPA,2014,8.95,AN16,0,0,5.251396648,0,0.446927374,0,0,0,0,0.111731844,0,0,0,0,0,1.117318436,0,0.670391061,0,0.223463687,0,0,1.56424581,0,0,0,0,0,0,0.111731844,0,1.117318436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223463687,0,0,0,0,0,0.223463687,11.06145251
ANM08061420,Ano Nuevo,MPA,2014,9,AN20,0,0,0,0,0,0,1,0,0,0,0.111111111,0,0,0,0,6.222222222,0,0,0.333333333,2.111111111,0,0,0.666666667,0,0,0,0,0,0,0.111111111,0,0.444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0,0,0,0,0,3.666666667,16
ANM08101716,Ano Nuevo,MPA,2017,8.29,AN16,0,0,1.809408926,0,19.90349819,0,0.241254524,0,0,0.120627262,0,0,0,0,0,0.603136309,0,0.241254524,0.120627262,0.844390832,0,0,2.533172497,0,0,0,0,0,0,0,0,0.844390832,0,0,0,0,1.809408926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.361881785,0,0,0,0,0,1.326899879,30.75995175
ANM08101722,Ano Nuevo,MPA,2017,8.96,AN22,0,0,0.223214286,0,8.928571429,0,1.339285714,0,0,0.111607143,0,0,0,0,0,0.111607143,0,0.111607143,0,0.111607143,0,0,3.125,0,0,0,0,0,0,0,0,1.5625,0,0,0,0,0.223214286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.446428571,0,0,0,0,0,0.223214286,16.51785714
ANM08120813,Ano Nuevo,MPA,2008,6.77,AN13,0,0,1.920236337,0,1.033973412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.658788774,0,0,0,0,0,0,0.59084195,0,0.147710487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.35155096
ANM08120814,Ano Nuevo,MPA,2008,6.88,AN14,0,0,1.889534884,0,4.796511628,0,0,0,0,0,0,0,0,0,0,0,0,0.145348837,0,0,0,0,0.872093023,0,0,0,0,0,0,0,0,0.290697674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.994186047
ANM08120815,Ano Nuevo,MPA,2008,2.7,AN15,0,0,3.333333333,0,3.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.37037037,0,0,0,0,0.740740741,0,0,0,0,0,0,0,0,0.37037037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.148148148
ANM08120817,Ano Nuevo,MPA,2008,6.79,AN17,0,0,2.06185567,0,1.620029455,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147275405,0,0,0,2.798232695,0,0,0,0,0,0,0,0,0.147275405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.77466863
ANM08131313,Ano Nuevo,MPA,2013,8.28,AN13,0,0.120772947,2.657004831,0,0.483091787,0,0,0,0,0.120772947,0,0,0,0,0,0,0,0.120772947,0.120772947,0,0,0,0.966183575,0,0,0,0,0,0,0.241545894,0,0.241545894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120772947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241545894,0,0,0,0,0,0,5.434782609
ANM08131314,Ano Nuevo,MPA,2013,7.61,AN14,0,0,9.592641261,0,0,0,0.131406045,0,0,0,0,0,0,0,0,0,0,0,0,0.788436268,0,0,1.839684625,0,0,0,0,0,0,0,0,1.182654402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.394218134,0,0,0,0,0,0.131406045,14.06044678
ANM08131320,Ano Nuevo,MPA,2013,7.66,AN20,0,0,0,0,0,0,0.391644909,0,0,0,0,0,0,0,0,3.002610966,0,0.130548303,0,0.652741514,0,0,0.391644909,0,0,0,0,0,0,0,0,0.130548303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.044386423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.522193211,0,0,0,0,0,6.266318538,12.53263708
ANM08131321,Ano Nuevo,MPA,2013,8.78,AN21,0,0,1.480637813,0,0,0,0.227790433,0,0,0,0,0,0,0,0,1.025056948,0,0,0.113895216,0.455580866,0,0,0.227790433,0,0,0,0,0,0,0,0,2.505694761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.911161731,0,0,0,0,0,0,6.9476082
ANM08140812,Ano Nuevo,MPA,2008,6.76,AN12,0,0.591715976,3.846153846,0,4.881656805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.887573964,0,0,0,0,0,0,0,0,0.147928994,0,0,0,0,0.443786982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.79881657
ANM08140817,Ano Nuevo,MPA,2008,6.69,AN17,0,0,4.185351271,0,0.448430493,0,0,0,0,0,0,0,0,0,0,0.149476831,0,0,0,0,0,0,2.391629297,0,0,0,0,0,0,0,0,0.298953662,0,0,0,0,0.149476831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149476831,0,0,0,0,0,0,7.772795217
ANM08140818,Ano Nuevo,MPA,2008,6.08,AN18,0,0,2.302631579,0,2.302631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.947368421,0,0,0,0,0,0,0.164473684,0,0.328947368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.046052632
ANM08140821,Ano Nuevo,MPA,2008,6.41,AN21,0,0,0.15600624,0,2.964118565,0,0.31201248,0,0,0,0,0,0,0,0,0.468018721,0,0.15600624,0,0,0,0,2.340093604,0,0,0,0,0,0,0,0,0.15600624,0,0,0,0,0.468018721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15600624,0,0,0,0,0,0,7.176287051
ANM08141212,Ano Nuevo,MPA,2012,9.13,AN12,0,0.109529025,2.95728368,0,0.21905805,0,0,0,0,0,0,0,0,0,0,0,0,0.109529025,0,0,0,0,1.423877327,0,0,0,0,0,0,0.21905805,0,0.438116101,0,0,0,0,0.438116101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109529025,0,0,0,0,0,0,6.024096386
ANM08141213,Ano Nuevo,MPA,2012,8.84,AN13,0,0,1.018099548,0,0.339366516,0,0,0,0,0.113122172,0,0,0,0,0,0,0,0.113122172,0,0,0,0,4.185520362,0,0,0,0,0,0,0.339366516,0,0.339366516,0,0,0,0,0.113122172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.561085973
ANM08141214,Ano Nuevo,MPA,2012,8.11,AN14,0,0,3.575832306,0,0.246609125,0,0.493218249,0,0,0,0,0,0,0,0,0.123304562,0,0.123304562,0,0,0,0,2.342786683,0,0,0,0,0,0,0.123304562,0,0.493218249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123304562,0,0,0,0,0,0,7.644882861
